457.5,21857.9235,2.70995,-0.00404,0.03109,0.06317,0.07412,0.03013,0.00818,0.11701
458,21834.06114,2.70699,-0.00446,0.03027,0.06326,0.07408,0.03071,0.0088,0.11779
458.5,21810.25082,2.70403,-0.0046,0.02974,0.0631,0.07367,0.03136,0.00958,0.11811
459,21786.49237,2.70109,-0.0047,0.02974,0.0626,0.07354,0.03236,0.01074,0.11851
459.5,21762.78564,2.69815,-0.005,0.02937,0.06257,0.0733,0.03326,0.01103,0.1192
460,21739.13043,2.69522,-0.00502,0.02916,0.06261,0.07348,0.03419,0.01189,0.11971
460.5,21715.5266,2.69229,-0.00509,0.02917,0.06267,0.07346,0.03534,0.01262,0.12057
461,21691.97397,2.68937,-0.00633,0.0285,0.0626,0.07288,0.03586,0.01329,0.12161
461.5,21668.47237,2.68646,-0.00553,0.02862,0.06283,0.07352,0.03699,0.01427,0.122
462,21645.02165,2.68355,-0.00554,0.02882,0.06322,0.07397,0.03869,0.01505,0.12312
462.5,21621.62162,2.68065,-0.00623,0.02812,0.06319,0.07388,0.03914,0.01579,0.12391
463,21598.27214,2.67775,-0.00613,0.0281,0.06348,0.0747,0.04011,0.01702,0.12497
463.5,21574.97303,2.67487,-0.00631,0.02831,0.06412,0.07485,0.04141,0.0177,0.1263
464,21551.72414,2.67198,-0.00693,0.02739,0.06447,0.07475,0.04199,0.0184,0.12738
464.5,21528.5253,2.66911,-0.00668,0.02796,0.06505,0.07562,0.04367,0.02017,0.12909
465,21505.37634,2.66624,-0.00653,0.02814,0.06583,0.07709,0.04523,0.02047,0.13022
465.5,21482.27712,2.66337,-0.00711,0.02751,0.06659,0.07649,0.04575,0.02175,0.13162
466,21459.22747,2.66052,-0.00744,0.02774,0.06694,0.07672,0.04681,0.02306,0.13292
466.5,21436.22722,2.65766,-0.00766,0.02758,0.06782,0.07807,0.04837,0.0239,0.13457
467,21413.27623,2.65482,-0.00731,0.02796,0.06945,0.07863,0.0496,0.02474,0.13615
467.5,21390.37433,2.65198,-0.00804,0.02809,0.06987,0.07953,0.05079,0.02614,0.13783
468,21367.52137,2.64915,-0.00847,0.0276,0.07076,0.08024,0.05232,0.02726,0.13928
468.5,21344.71718,2.64632,-0.00825,0.02773,0.07216,0.08103,0.05341,0.02838,0.14119
469,21321.96162,2.6435,-0.00809,0.02826,0.07279,0.08177,0.05472,0.03004,0.14299
469.5,21299.25453,2.64068,-0.00886,0.02754,0.07422,0.08239,0.05599,0.03084,0.1449
470,21276.59574,2.63787,-0.00878,0.02803,0.07533,0.0832,0.05765,0.03207,0.1463
470.5,21253.98512,2.63507,-0.00831,0.02827,0.07665,0.08459,0.0592,0.03351,0.14868
471,21231.42251,2.63227,-0.00903,0.02762,0.07782,0.08447,0.0601,0.03433,0.15041
